subject_id,session_id,run,localizer,trialNumber,stim_onset,stim_onset_lsl_time,stim_onset_unix_time,stop_onset,stop_onset_lsl_time,stop_onset_unix_time,response_onset,response_onset_lsl_time,response_onset_unix_time,outcome_lsl_time,marker_code,stimulus,stop,response,response_key,rt,ssd,go_correct,go_incorrect,go_miss,stop_success,stop_failure_arrowcorrect,outcome,run_start_lsl_time,run_end_lsl_time,run_start_task_time,run_end_task_time
sub-2002,ses-001,run-01,0,1,2.169695299991872,518872.2448914,1789059882343.0132,2.419695299991872,518872.4967485,1789059882595.2966,2.5165140999597497,518872.5918795,1789059882689.7812,518872.5919183,132,right,1,True,a,0.34681879996787757,0.25,0,0,0,0,False,stop_failure,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,2,5.607021200004965,518875.6822172,1789059885780.8713,,,,5.9965689000091515,518876.07192,1789059886170.0469,518876.0719454,133,left,0,True,a,0.3895477000041865,0.2,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,3,11.411365899955854,518881.4865619,1789059891585.5771,,,,11.844364499964286,518881.9198246,1789059892018.034,518881.9198519,133,left,0,True,a,0.4329986000084318,0.2,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,4,17.78574939997634,518887.8609457,1789059897960.264,,,,18.49249299999792,518888.5678362,1789059898667.079,518888.5678612,133,right,0,True,l,0.7067436000215821,0.2,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,5,23.07413209998049,518893.1493288,1789059903248.8997,,,,23.500602499989327,518893.5759606,1789059903674.7957,518893.5759935,133,right,0,True,l,0.4264704000088386,0.2,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,6,28.825609699997585,518898.9008066,1789059909000.685,29.025609699997585,518899.1024414,1789059909202.4492,29.204469799995422,518899.2798281,1789059909378.9856,518899.279857,132,right,1,True,l,0.3788600999978371,0.2,0,0,0,0,True,stop_failure,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,7,33.439027499989606,518903.5142214,1789059913614.4531,,,,33.79668319999473,518903.8721198,1789059913972.2153,518903.8721494,133,right,0,True,l,0.35765570000512525,0.15,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,8,36.90775749995373,518906.9829537,1789059917083.2852,,,,37.26063809997868,518907.3360901,1789059917436.6096,518907.3361225,133,right,0,True,l,0.35288060002494603,0.15,1,0,0,0,,go_correct,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,9,41.31241219997173,518911.3876077,1789059921488.1797,,,,,,,518912.8876602,135,left,0,False,,,0.15,0,0,1,0,,go_miss,518870.0751466,518921.9559141,0.0,51.88393712043762
sub-2002,ses-001,run-01,0,10,45.77808199997526,518915.853278,1789059925954.0852,45.928081999975255,518916.005019,1789059926105.8054,,,,518917.3533282,131,left,1,False,,,0.15,0,0,0,1,,stop_success,518870.0751466,518921.9559141,0.0,51.88393712043762
